label_fr,description,simple,fautes
migraine,"En plus d'avoir une faim accrue, un cou douloureux, de l'anxiété, de l'irritation, et une vision déformée, j'ai aussi eu des remontées acides, des indigestions, des maux de tête fréquents, et une vision altérée.","En plus d'avoir tout le temps faim, mal au cou, d'être anxieux, énervé, et de voir bizarre, j'ai aussi eu des remontées acides, des indigestions, souvent mal à la tête, et je vois mal.","En plu d'avoir tout le temp faim, mal au cou, d'etre anxieu, enerver, et de voir bizar, j'ai aussi eu des remonte acide, des indigestion, souvan mal a la tete, et je voi mal."
varicelle,"J'ai eu une légère fièvre ces derniers jours, et cela commence à m'inquiéter. La fièvre est accompagnée d'un mal de tête sévère. Je me sens faible et léthargique.","J'ai eu une petite fièvre ces derniers jours, et ça commence à m'inquiéter. La fièvre me donne un gros mal de tête. Je me sens faible et tout mou.","J'ai eu une petite fièvre ces dernier jour, et sa commence à m'inquiété. La fièvre me donne un gros mal de tête. Je me sens faible et tou mou."
allergie,"J'éternue beaucoup et j'ai mal à la gorge. Mes lèvres et la peau autour de mes yeux gonflent parfois. Une fois que je commence, je ne peux pas m'arrêter d'éternuer.","J'éternue beaucoup et j'ai mal à la gorge. Mes lèvres et la peau autour de mes yeux gonflent parfois. Une fois que je commence, je ne peux pas m'arrêter d'éternuer.","J'éternue beaucoup et j'ai mal à la gorge. Mes levres et la peau autour de mes yeux gonfle parfois. Une foi que je commence, je peu pas m'arreter d'éternuer."
acné,J’ai des boutons remplis de pus qui me font mal. J’ai également des points noirs et des croûtes qui se forment sur ma peau.,J’ai des boutons avec du pus dedans qui me font mal. J’ai aussi des points noirs et des croûtes sur ma peau.,J’ai des bouton avé du pu dedan ki me font mal. J’ai ossi des poin noir et des croute sur ma peau.
asthme bronchique,"J'ai une toux qui dure depuis des jours, et je me sens vraiment faible et fatigué. Ma fièvre est élevée, et ma respiration est devenue difficile. Quand je tousse, je produis aussi beaucoup de mucus.","J'ai une toux qui dure depuis des jours, et je me sens très faible et fatigué. J'ai beaucoup de fièvre et j'ai du mal à respirer. Quand je tousse, je crache beaucoup de mucus.","J'ai une tou qui dure depuis des jours, et je me sens tré faible et fatigué. J'ai beaucou de fièvre et j'ai du mal à respiré. Quand je tousse, je crache beaucou de mucus."
spondylose cervicale,"J'ai souffert de douleurs sévères au dos, d'une toux persistante, et d'engourdissements dans mes bras et mes jambes. J'ai eu des problèmes de vertiges et de perte d'équilibre, et mon cou me fait mal.","J'ai très mal au dos, je tousse tout le temps, et mes bras et mes jambes sont engourdis. Je me sens tout bizarre et je perds l'équilibre, et mon cou me fait mal.","J'ai tré mal au do, je tousse tout le temp, et mes bras et mes jambe sont engourdi. Je me sens tout bizare et je perd l'équilibre, et mon cou me fais mal."
ulcère gastroduodénal,"J'ai des douleurs abdominales et ça empire si je me penche ou si je m'allonge. Je ressens un inconfort quand je mange certains aliments comme des plats épicés ou acides. Parfois, j'ai des selles molles à cause de cela.","J'ai mal au ventre et ça empire si je me penche ou si je m'allonge. Je me sens mal quand je mange des plats épicés ou acides. Parfois, j'ai des selles molles à cause de cela.","J'ai mal au ventre et ça empire si je me penche ou si je m'allonge. Je me sens mal quand je mange des plats épicés ou acides. Parfois, j'ai des selles molles à cause de cela."
psoriasis,"Je commence à avoir des éruptions cutanées sur ma peau. L'éruption saigne souvent quand je la gratte ou la frotte. De plus, j'ai remarqué de petits creux dans mes ongles.",Je commence à avoir des boutons sur ma peau. Les boutons saignent souvent quand je les gratte ou les frotte. J'ai aussi remarqué des petits trous dans mes ongles.,Je commence a avoir des bouton sur ma peau. Les bouton saigne souvent quand je les gratte ou les frote. J'ai aussi remarqué des petit trou dans mes ongle.
typhoïde,J'ai des douleurs abdominales fréquentes et vraiment douloureuses. J'ai aussi de la constipation et des vomissements. Je suis très inquiet pour ma santé.,J'ai souvent mal au ventre et c'est très douloureux. J'ai aussi des problèmes pour aller aux toilettes et je vomis. Je suis très inquiet pour ma santé.,J'ai souvan mal au ventre et c'est tré douloureu. J'ai aussi des problème pour alé au toilette et je vomi. Je sui tré inquié pour ma santé.
impétigo,"J'ai une forte fièvre depuis quelques jours. Des plaies se forment autour de mon nez et il y a des éruptions cutanées sur différentes parties de mon corps. Les plaies sont graves, et je me sens vraiment mal ces jours-ci.","J'ai une forte fièvre depuis quelques jours. Des plaies se forment autour de mon nez et il y a des éruptions cutanées sur différentes parties de mon corps. Les plaies sont graves, et je me sens vraiment mal.","J'ai une forte fièvre depuis quelque jour. Des plaie se forme autour de mon né et il y a des éruption cutané sur différente partie de mon corps. Les plaie sont grave, et je me sens vraiment mal."
pneumonie,J'ai une forte fièvre et je n'arrive pas à reprendre mon souffle. Je transpire beaucoup et je me sens généralement malade et faible. J'ai aussi eu des mucosités épaisses et noires. Ma poitrine me fait mal et mon cœur bat très vite.,J'ai une forte fièvre et je n'arrive pas à bien respirer. Je transpire beaucoup et je me sens généralement malade et faible. J'ai aussi eu de la morve épaisse et noire. Ma poitrine me fait mal et mon cœur bat très vite.,J'ai une forte fièvre et je n'arive pas a bien respiré. Je transpire beaucou et je me sens généralement malade et faible. J'ai aussi eu de la morve épaisse et noire. Ma poitrine me fais mal et mon cœur bat tré vite.
varices,"Les veines de mes jambes causent beaucoup d'inconfort lorsque je reste assis pendant de longues périodes. Elles sont enflées et ressortent de ma peau, ce qui les rend douloureuses et visibles.","Les veines de mes jambes me font mal quand je reste assis longtemps. Elles sont enflées et ressortent de ma peau, ce qui les rend visibles et douloureuses.","Les veines de mes jambes me font mal quand je reste assis longtemps. Elles sont enflé et ressorte de ma peau, sa les rend visible et douloureuse."
réaction médicamenteuse,J'ai une clarté mentale terrible et j'ai du mal à me concentrer. J'oublie souvent des choses et j'ai des problèmes de mémoire.,J'ai du mal à penser clairement et à me concentrer. J'oublie souvent des choses et j'ai des problèmes de mémoire.,J'ai du mal à penser clairement et à me concentré. J'oubli souvent des chose et j'ai des problème de mémoire.
psoriasis,"Ma peau a une couche argentée, surtout sur mon dos et mes bras. Cette poussière est composée de petites écailles qui se détachent facilement quand on les frotte. De plus, il y a des éruptions cutanées partout sur mon corps.","Ma peau est toute argentée, surtout sur mon dos et mes bras. Elle se détache en petites écailles quand je frotte. J'ai aussi des boutons partout sur mon corps.","Ma po est toute argenté, surtou sur mon dos et mes bras. Elle se détache en petite écaille quand je frote. J'ai aussi des boutons partou sur mon corps."
diabète,"J'ai bu plus d'eau et j'urine plus fréquemment. Ma gorge et ma bouche sont souvent sèches. Récemment, ma faim et mon appétit ont augmenté.",Je bois plus d'eau et je vais aux toilettes plus souvent. Ma gorge et ma bouche sont souvent sèches. J'ai plus faim et plus d'appétit ces derniers temps.,Je boi plu d'eau et je vai au toilette plu souvan. Ma gorge et ma bouche son souvan séche. J'ai plu faim et plu d'apéti ces dernier tan.
rhume,"Je me sens vraiment fatigué et malade. J'ai beaucoup éternué et je n'arrive pas à me réchauffer. Je suis tellement fatigué et ma tête me fait très mal. Et ma fièvre est très élevée, comme si j'étais en train de bouillir.","Je me sens vraiment fatigué et malade. J'ai beaucoup éternué et je n'arrive pas à me réchauffer. Je suis tellement fatigué et ma tête me fait très mal. Et ma fièvre est très élevée, comme si j'étais en train de bouillir.","Je me sens vraiment fatigué et malade. J'ai beaucoup éternué et je n'arrive pas à me réchauffé. Je suis tellement fatigué et ma tête me fais trè mal. Et ma fièvre est trè élevé, comme si j'étais en train de bouillir."
asthme bronchique,"Ma fièvre est très élevée, et je suis tellement faible et fatigué. J'ai toussé beaucoup de mucus, et gérer tous ces symptômes est vraiment difficile. Tout cela me rend très contrarié.",J'ai beaucoup de fièvre et je suis très faible et fatigué. Je tousse beaucoup de mucus et c'est dur à supporter. Tout cela me rend très triste.,J'ai beaucoup de fièvre et je suis trè faible et fatigué. Je tousse beaucoup de mucus et c'est dur a suporté. Tout sa me rend trè triste.
arthrite,Je me sens vraiment faible dans mes muscles récemment et mon cou est vraiment raide. Il est difficile pour moi de bouger à cause de mes articulations enflées. Marcher est aussi extrêmement douloureux.,Je me sens très faible dans mes muscles récemment et mon cou est très raide. C'est dur de bouger à cause de mes articulations gonflées. Marcher fait aussi très mal.,Je me sens tré faible dans mes musclé récement et mon cou est tré raide. C'est dur de bouger a cause de mes articulation gonflé. Marcher fais aussi tré mal.
allergie,J'ai le nez bouché et une congestion nasale. J'ai parfois des raideurs et des douleurs à la poitrine pendant la nuit. J'ai aussi perdu mon sens de l'odorat et du goût.,J'ai le nez bouché et une congestion nasale. J'ai parfois des raideurs et des douleurs à la poitrine pendant la nuit. J'ai aussi perdu mon sens de l'odorat et du goût.,J'ai le néz bouché et une congestion nasale. J'ai parfois des raideurs et des douleurs à la poitrine pendant la nuit. J'ai aussi perdu mon sens de l'odorat et du gout.
réaction médicamenteuse,"J'ai pris beaucoup de poids et je suis maintenant assez gros. Mon appétit varie, et j'ai des envies de diverses choses.","J'ai pris beaucoup de poids et je suis maintenant assez gros. Mon appétit change, et j'ai des envies de diverses choses.","J'ai pris beaucoup de poid et je sui maintenant assez gros. Mon apétit change, et j'ai des envi de diverse chose."
impétigo,"Il y a quelques jours, j'ai eu une petite éruption cutanée autour de mon nez. L'éruption est maintenant accompagnée d'une sensation de brûlure, de rougeur de la peau et d'un écoulement de liquide. Je pense que c'est une sorte d'infection.","Il y a quelques jours, j'ai eu une petite éruption cutanée autour de mon nez. Maintenant, ça brûle, ma peau est rouge et il y a un écoulement de liquide. Je pense que c'est une infection.","Il y a quelque jour, j'ai eu une petite éruption cutané autour de mon né. Maintenant, sa brûle, ma peau est rouge et il y a un écoulement de liquide. Je pense que c'est une infection."
pneumonie,"Avec une température élevée, un essoufflement, de la transpiration, des frissons, et une fatigue intense, je me sens vraiment mal. J'ai beaucoup toussé des expectorations brunâtres et mon pouls est rapide.","Avec une forte fièvre, du mal à respirer, de la transpiration, des frissons, et beaucoup de fatigue, je me sens vraiment mal. J'ai beaucoup toussé des crachats bruns et mon cœur bat très vite.","Avec une forte fièvre, du mal a respiré, de la transpiration, des frison, et beaucou de fatigue, je me sens vraimen mal. J'ai beaucou toussé des cracha brun et mon cœur bat tré vite."
dengue,J'ai développé des taches rouges sur mon corps qui sont irritantes et enflammées. J'ai aussi une forte fièvre accompagnée de frissons et de tremblements.,J'ai des taches rouges sur mon corps qui me démangent et sont enflammées. J'ai aussi une forte fièvre avec des frissons et des tremblements.,J'ai des tache rouge sur mon corps qui me démange et sont enflamé. J'ai aussi une forte fièvre avec des frison et des tremblement.
varicelle,Je n'ai pas d'énergie et j'ai perdu l'appétit. J'ai une forte fièvre et un mal de tête sévère et je ne sais pas ce qui ne va pas.,"Je n'ai pas d'énergie et je n'ai plus faim. J'ai beaucoup de fièvre et un très gros mal de tête, et je ne sais pas ce qui ne va pas.","Je n'ai pas d'énergie et j'ai plus faim. J'ai beaucoup de fièvre et un trè gros mal de tête, et je sais pas ce qui va pas."
jaunisse,"J'ai perdu du poids, je me sens très fatigué et j'ai beaucoup vomi. Ma peau est devenue jaune et j'ai une forte fièvre. Mon urine est foncée et j'ai des douleurs à l'estomac.","J'ai perdu du poids, je suis très fatigué et j'ai beaucoup vomi. Ma peau est devenue jaune et j'ai une forte fièvre. Mon urine est foncée et j'ai mal au ventre.","J'ai perdu du poid, je suis tré fatigué et j'ai beaucoup vomi. Ma peau est devenue jaune et j'ai une forte fièvre. Mon urine est foncé et j'ai mal au ventre."
